# rho theta Phi
6.462197768561404132e+01 3.805063771123649019e-01 3.278489828109741211e+00
6.648308055437864539e+01 3.693336576736255816e-01 3.248438596725463867e+00
6.835202996254024299e+01 3.587706702705722450e-01 3.222198486328125000e+00
7.022819946431775406e+01 3.487710035839070022e-01 3.199062108993530273e+00
7.211102550927978427e+01 3.392926144540446831e-01 3.178424119949340820e+00
7.400000000000000000e+01 3.302973548292536532e-01 3.159781455993652344e+00
7.589466384404110499e+01 3.217505543966421855e-01 3.142724990844726562e+00
7.779460135510689156e+01 3.136206522166982702e-01 3.126927375793457031e+00
7.969943538068510236e+01 3.058788714048521484e-01 3.112130165100097656e+00
8.160882305241266010e+01 2.984989315861792947e-01 3.098130226135253906e+00
8.352245207128440541e+01 2.914567944778670983e-01 3.084769964218139648e+00
8.544003745317530729e+01 2.847304385227121815e-01 3.071927309036254883e+00
8.736131867136622020e+01 2.782996590051113328e-01 3.059507369995117188e+00
8.928605714219885670e+01 2.721458905311873178e-01 3.047437191009521484e+00
9.121403400793103344e+01 2.662520491509253739e-01 3.035660743713378906e+00
9.314504817756014177e+01 2.606023917473410112e-01 3.024134635925292969e+00
9.507891459203770523e+01 2.551823906208183779e-01 3.012825250625610352e+00
9.701546268507922832e+01 2.499786214608224755e-01 3.001706361770629883e+00
9.895453501482384695e+01 2.449786631268641435e-01 2.990757703781127930e+00
1.008959860450355137e+02 2.401710078601730913e-01 2.979963541030883789e+00
1.028396810574595293e+02 2.355449807208633284e-01 2.969311475753784180e+00
1.047854951794378877e+02 2.310906671958970759e-01 2.958791732788085938e+00
1.067333125130106737e+02 2.267988480538858653e-01 2.948395967483520508e+00
1.086830253535482029e+02 2.226609406363649624e-01 2.938117980957031250e+00
1.106345334875146449e+02 2.186689458739419500e-01 2.927952527999877930e+00
1.125877435603005523e+02 2.148154004016586127e-01 2.917895317077636719e+00
1.145425685062108272e+02 2.110933332227465375e-01 2.907942533493041992e+00
1.164989270336855895e+02 2.074962264352026575e-01 2.898091077804565430e+00
1.184567431596867806e+02 2.040179795925485817e-01 2.888338327407836914e+00
1.204159457879229507e+02 2.006528773198866245e-01 2.878681898117065430e+00
1.223764683262268420e+02 1.973955598498807473e-01 2.869119405746459961e+00
1.243382483389564186e+02 1.942409961814039465e-01 2.859648942947387695e+00
1.263012272307755524e+02 1.911844595970144389e-01 2.850268840789794922e+00
1.282653499585917132e+02 1.882215053047707476e-01 2.840977191925048828e+00
1.302305647687976489e+02 1.853479499956947607e-01 2.831772565841674805e+00
1.321968229572859173e+02 1.825598531309068073e-01 2.822653293609619141e+00
1.341640786499873741e+02 1.798534997924782775e-01 2.813618183135986328e+00
1.361322886019330838e+02 1.772253849497194556e-01 2.804665565490722656e+00
1.381014120130565459e+02 1.746721990082396869e-01 2.795794248580932617e+00
1.400714103591450339e+02 1.721908145229390230e-01 2.787002801895141602e+00
1.420422472365176247e+02 1.697782739683384445e-01 2.778290271759033203e+00
1.440138882191575362e+02 1.674317784705231515e-01 2.769655227661132812e+00
1.459863007271572712e+02 1.651486774146268266e-01 2.761096239089965820e+00
1.479594539054534437e+02 1.629264588503727407e-01 2.752612352371215820e+00
1.499333185119305085e+02 1.607627406258347047e-01 2.744202613830566406e+00
1.519078668140659545e+02 1.586552621864014134e-01 2.735865592956542969e+00
1.538830724933707472e+02 1.566018769820153589e-01 2.727600336074829102e+00
1.558589105569521109e+02 1.546005454312008309e-01 2.719405651092529297e+00
1.578353572555908784e+02 1.526493283952651547e-01 2.711280584335327148e+00
1.598123900077838186e+02 1.507463811204216575e-01 2.703223943710327148e+00
1.617899873292534778e+02 1.488899476094972529e-01 2.695234775543212891e+00
1.637681287674741668e+02 1.470783553884024986e-01 2.687312364578247070e+00
1.657467948408052791e+02 1.453100106357021193e-01 2.679455280303955078e+00
1.677259669818600401e+02 1.435833936464686322e-01 2.671663045883178711e+00
1.697056274847714121e+02 1.418970546041639358e-01 2.663934230804443359e+00
1.716857594560480607e+02 1.402496096366051270e-01 2.656268119812011719e+00
1.736663467687392881e+02 1.386397371341580587e-01 2.648663759231567383e+00
1.756473740196533697e+02 1.370661743101876384e-01 2.641120433807373047e+00
1.776288264893961468e+02 1.355277139855007307e-01 2.633637189865112305e+00
1.796106901050157489e+02 1.340232015800633669e-01 2.626212835311889648e+00
1.815929514050586704e+02 1.325515322966740184e-01 2.618847131729125977e+00
1.835755975068582018e+02 1.311116484825466666e-01 2.611538648605346680e+00
1.855586160758912229e+02 1.297025371559120954e-01 2.604286909103393555e+00
1.875419952970534041e+02 1.283232276857947940e-01 2.597091197967529297e+00
1.895257238477141470e+02 1.269727896140789292e-01 2.589950561523437500e+00
1.915097908724250999e+02 1.256503306098461781e-01 2.582864046096801758e+00
1.934941859591651792e+02 1.243549945467614382e-01 2.575831174850463867e+00
1.954788991170146630e+02 1.230859596950057838e-01 2.568851232528686523e+00
1.974639207551597337e+02 1.218424370199172047e-01 2.561923503875732422e+00
1.994492416631359504e+02 1.206236685801027192e-01 2.555046796798706055e+00
2.014348529922267517e+02 1.194289260183384466e-01 2.548221111297607422e+00
2.630589287593181069e+01 1.723445655190161796e+00 5.491243839263916016e+00
2.607680962081059661e+01 1.647568218064674683e+00 5.507608413696289062e+00
2.600000000000000000e+01 1.570796326794896558e+00 5.512969970703125000e+00
2.607680962081059661e+01 1.494024435525118655e+00 5.507258892059326172e+00
2.630589287593181069e+01 1.418146998399631542e+00 5.490519523620605469e+00
2.668332812825266842e+01 1.343997478741010720e+00 5.463040351867675781e+00
2.720294101747088789e+01 1.272297395208717319e+00 5.425262451171875000e+00
2.785677655436823841e+01 1.203622492976677449e+00 5.377758979797363281e+00
2.863564212655270680e+01 1.138388551224358780e+00 5.321213722229003906e+00
2.952964612046680060e+01 1.076854957875315488e+00 5.256373405456542969e+00
3.052867504494749440e+01 1.019141344266349725e+00 5.184034347534179688e+00
3.162277660168379256e+01 9.652516631899266120e-01 5.104990482330322266e+00
3.280243893371345365e+01 9.151007005533604577e-01 5.020049095153808594e+00
3.405877273185280529e+01 8.685393952858895261e-01 4.930003166198730469e+00
3.538361202590826338e+01 8.253768505207383921e-01 4.835630893707275391e+00
3.676955262170046979e+01 7.853981633974482790e-01 4.737701416015625000e+00
3.820994634908559817e+01 7.483780475235183305e-01 4.636986255645751953e+00
3.969886648255841521e+01 7.140906986121580147e-01 4.534274101257324219e+00
4.123105625617660763e+01 6.823165548747480713e-01 4.430364131927490234e+00
4.280186911806539030e+01 6.528466311007742329e-01 4.326093673706054688e+00
4.440720662234903671e+01 6.254850402392290176e-01 4.222349166870117188e+00
4.604345773288535071e+01 6.000502134017535738e-01 4.120033740997314453e+00
4.770744176750625343e+01 5.763752205911837345e-01 4.020098686218261719e+00
4.939635614091387339e+01 5.543074962015511753e-01 3.923506498336791992e+00
5.110772935672255102e+01 5.337081916392615311e-01 3.831190824508666992e+00
5.283937925449162520e+01 5.144513130590278038e-01 3.744023084640502930e+00
5.458937625582472464e+01 4.964227534048819002e-01 3.662754058837890625e+00
5.635601121442148553e+01 4.795192919925961861e-01 3.587959051132202148e+00
5.813776741499453493e+01 4.636476090008060935e-01 3.519983291625976562e+00
5.993329625508678760e+01 4.487233440107211146e-01 3.458922147750854492e+00
6.174139616173252421e+01 4.346702151492448096e-01 3.404627561569213867e+00
6.356099432828281692e+01 4.214192068878042097e-01 3.356735706329345703e+00
6.539113089708726534e+01 4.089078289509254227e-01 3.314716577529907227e+00
6.723094525588643933e+01 3.970794452249822859e-01 3.277938604354858398e+00
6.907966415668217053e+01 3.858826693980737521e-01 3.245728492736816406e+00
7.093659140387279649e+01 3.752708228559573089e-01 3.217421054840087891e+00
7.280109889280518587e+01 3.652014497881730382e-01 3.192391395568847656e+00
7.467261881037788385e+01 3.556358843007598192e-01 3.170079708099365234e+00
7.655063683601855473e+01 3.465388644339418289e-01 3.149999856948852539e+00
7.843468620451031370e+01 3.378781882402784320e-01 3.131739139556884766e+00
8.032434251209281229e+01 3.296244074207427266e-01 3.114955186843872070e+00
8.221921916437786138e+01 3.217505543966421855e-01 3.099367380142211914e+00
8.411896337925236367e+01 3.142318990843382953e-01 3.084748506546020508e+00
8.602325267042627388e+01 3.070457320187907624e-01 3.070916652679443359e+00
8.793179174792243202e+01 3.001711708301120218e-01 3.057726383209228516e+00
8.984430978086480479e+01 2.935889874087497797e-01 3.045062303543090820e+00
9.176055797563569172e+01 2.872814533971341788e-01 3.032833576202392578e+00
9.368030742904295494e+01 2.812322019182952326e-01 3.020968198776245117e+00
9.560334722173695354e+01 2.754261036960353737e-01 3.009409427642822266e+00
9.752948272189287593e+01 2.698491559384692540e-01 2.998112440109252930e+00
9.945853407325084561e+01 2.644883825492325702e-01 2.987042188644409180e+00
1.013903348450926103e+02 2.593317444006848493e-01 2.976170778274536133e+00
1.033247308247159140e+02 2.543680585532659411e-01 2.965476274490356445e+00
1.052615789355261313e+02 2.495869254369846024e-01 2.954940795898437500e+00
1.072007462660591699e+02 2.449786631268641435e-01 2.944550275802612305e+00
1.091421091971380264e+02 2.405342479459046112e-01 2.934293985366821289e+00
1.110855526159905224e+02 2.362452607184375442e-01 2.924162387847900391e+00
1.130309692075583285e+02 2.321038380751556662e-01 2.914148092269897461e+00
1.149782588144384761e+02 2.281026282799427651e-01 2.904245376586914062e+00
1.169273278579477306e+02 2.242347511090961587e-01 2.894448995590209961e+00
1.188780888137086436e+02 2.204937613666717033e-01 2.884754896163940430e+00
1.208304597359457233e+02 2.168736156664083092e-01 2.875159263610839844e+00
1.227843638253666256e+02 2.133686421518079801e-01 2.865658998489379883e+00
1.247397290361014086e+02 2.099735128621633973e-01 2.856251716613769531e+00
1.266964877176948363e+02 2.066832184842492537e-01 2.846934795379638672e+00
1.286545762886031241e+02 2.034930452575627602e-01 2.837706327438354492e+00
1.306139349380455599e+02 2.003985538258785115e-01 2.828564167022705078e+00
1.325745073534124003e+02 1.973955598498807473e-01 2.819506645202636719e+00
1.345362404707371127e+02 1.944801162151056362e-01 2.810532331466674805e+00
1.364990842460124441e+02 1.916484966866771611e-01 2.801639318466186523e+00
1.384629914453678055e+02 1.888971808776226669e-01 2.792826652526855469e+00
1.404279174523356630e+02 1.862228404111414548e-01 2.784092426300048828e+00
1.423938200906204941e+02 1.836223261692801478e-01 2.775435924530029297e+00
1.443606594609487104e+02 1.810926565312186431e-01 2.766855239868164062e+00
1.463283977907227609e+02 1.786310065139493364e-01 2.758349895477294922e+00
1.482969992953330234e+02 1.762346977366757994e-01 2.749917984008789062e+00
1.502664300500946979e+02 1.739011891378866304e-01 2.741559028625488281e+00
1.522366578718805101e+02 1.716280683808799890e-01 2.733271598815917969e+00
1.542076522096098756e+02 1.694130438896183366e-01 2.725054502487182617e+00
1.561793840428371141e+02 1.672539374622611097e-01 2.716906785964965820e+00
1.581518257877537224e+02 1.651486774146268266e-01 2.708827495574951172e+00
1.601249512099847720e+02 1.630952922102407998e-01 2.700815439224243164e+00
1.620987353436170508e+02 1.610919045375804881e-01 2.692869901657104492e+00
1.640731544159494604e+02 1.591367257986936179e-01 2.684989929199218750e+00
1.660481857775025389e+02 1.572280509765689172e-01 2.677174091339111328e+00
1.680238078368657852e+02 1.553642538515331573e-01 2.669422149658203125e+00
1.700000000000000000e+02 1.535437825395560840e-01 2.661732435226440430e+00
1.719767426136452855e+02 1.517651553277031273e-01 2.654104709625244141e+00
1.739540169125162663e+02 1.500269567841078233e-01 2.646537780761718750e+00
1.759318049699939763e+02 1.483278341217647289e-01 2.639030933380126953e+00
1.779100896520486970e+02 1.466664937971929872e-01 2.631582975387573242e+00
1.798888545741508551e+02 1.450416983266055726e-01 2.624193429946899414e+00
1.818680840609478651e+02 1.434522633036587336e-01 2.616861343383789062e+00
1.838477631085023631e+02 1.418970546041639358e-01 2.609586000442504883e+00
1.858278773489058722e+02 1.403749857643333265e-01 2.602366447448730469e+00
1.878084130170956882e+02 1.388850155202130399e-01 2.595201969146728516e+00
1.897893569197177044e+02 1.374261454969431806e-01 2.588092088699340820e+00
1.917706964058899075e+02 1.359974180373839381e-01 2.581035614013671875e+00
1.937524193397336774e+02 1.345979141604667084e-01 2.574032068252563477e+00
1.957345140745494518e+02 1.332267516403784491e-01 2.567080497741699219e+00
1.977169694285242656e+02 1.318830831983728302e-01 2.560180664062500000e+00
1.996997746618658596e+02 1.305660947996277466e-01 2.553331375122070312e+00
2.016829194552676938e+02 1.292750040481430440e-01 2.546532154083251953e+00
2.828427124746190202e+01 1.712693381399060577e+00 5.440811634063720703e+00
2.807133769523639799e+01 1.642103791580187044e+00 5.455277442932128906e+00
2.800000000000000000e+01 1.570796326794896558e+00 5.460013866424560547e+00
2.807133769523639799e+01 1.499488862009606294e+00 5.454916954040527344e+00
2.828427124746190202e+01 1.428899272190732761e+00 5.440067768096923828e+00
2.863564212655270680e+01 1.359702993572150076e+00 5.415668010711669922e+00
2.912043955712207222e+01 1.292496667789785336e+00 5.382069110870361328e+00
2.973213749463701205e+01 1.227772386374193170e+00 5.339734554290771484e+00
3.046309242345563462e+01 1.165904540509813181e+00 5.289209365844726562e+00
3.130495168499705727e+01 1.107148717794090409e+00 5.231113433837890625e+00
3.224903099319419653e+01 1.051650212548373764e+00 5.166095256805419922e+00
3.328663395418647752e+01 9.994588469612698534e-01 5.094835281372070312e+00
3.440930106817050671e+01 9.505468408120751889e-01 5.018017292022705078e+00
3.560898762952971452e+01 9.048270894157867117e-01 4.936313152313232422e+00
3.687817782917154830e+01 8.621700546672264043e-01 4.850408077239990234e+00
3.820994634908559817e+01 8.224182792713783385e-01 4.760959625244140625e+00
3.959797974644666141e+01 7.853981633974482790e-01 4.668632507324218750e+00
4.103656905736638549e+01 7.509290623979403279e-01 4.574083328247070312e+00
4.252058325093859992e+01 7.188299996216245269e-01 4.477982997894287109e+00
4.404543109109047805e+01 6.889243882148613496e-01 4.381020545959472656e+00
4.560701700396551672e+01 6.610431688506869241e-01 4.283894538879394531e+00
4.720169488482378739e+01 6.350267353903137346e-01 4.187335014343261719e+00
4.882622246293480828e+01 6.107259643892085643e-01 4.092087268829345703e+00
5.047771785649585041e+01 5.880026035475675039e-01 3.998920679092407227e+00
5.215361924162119323e+01 5.667292175235063567e-01 3.908605337142944336e+00
5.385164807134503917e+01 5.467888408892473961e-01 3.821891546249389648e+00
5.556977595779921586e+01 5.280744484263596439e-01 3.739487886428833008e+00
5.730619512757760958e+01 5.104883219167757336e-01 3.662013530731201172e+00
5.905929224093360119e+01 4.939413689195812363e-01 3.589965820312500000e+00
6.082762530298219872e+01 4.783524313786575721e-01 3.523691177368164062e+00
6.260990336999411454e+01 4.636476090008060935e-01 3.463347196578979492e+00
6.440496875241846908e+01 4.497596130698390260e-01 3.408915281295776367e+00
6.621178142898739338e+01 4.366271598135413323e-01 3.360195875167846680e+00
6.802940540677980152e+01 4.241944079037666127e-01 3.316848993301391602e+00
6.985699678629191567e+01 4.124104415973873228e-01 3.278425216674804688e+00
7.169379331573968273e+01 4.012287990048487574e-01 3.244414567947387695e+00
7.353910524340093957e+01 3.906070436976867843e-01 3.214277982711791992e+00
7.539230729988305768e+01 3.805063771123649019e-01 3.187489032745361328e+00
